filename,title,feature,role
./help/channel-tracking-and-setup/online-channels/best-practices-for-online-channels.md,Best Practices for Online Channels,Channels,
./help/channel-tracking-and-setup/online-channels/online-custom-channel-setup.md,Online Custom Channel Setup,Channels,
./help/channel-tracking-and-setup/online-channels/utm-parameters.md,UTM Parameters,UTM Parameters,
./help/channel-tracking-and-setup/online-channels/marketing-channels-and-subchannels.md,Marketing Channels and Subchannels,Channels,
./help/channel-tracking-and-setup/online-channels/best-practices-for-setting-up-utm-parameters.md,Best Practices for Setting Up UTM Parameters,UTM Parameters,
./help/channel-tracking-and-setup/offline-channels/best-practices-for-offline-channels.md,Best Practices for Offline Channels,Channels,
./help/channel-tracking-and-setup/offline-channels/offline-custom-channel-setup.md,Offline Custom Channel Setup,Channels,
./help/channel-tracking-and-setup/offline-channels/custom-campaign-sync.md,Custom Campaign Sync,Channels,
./help/channel-tracking-and-setup/offline-channels/syncing-historical-data.md,Syncing Historical Data,Channels,
./help/channel-tracking-and-setup/offline-channels/campaigns-and-campaign-members.md,Campaigns and Campaign Members,Channels,
./help/channel-tracking-and-setup/offline-channels/campaign-sync-dates.md,Campaign Sync Dates,Channels,
./help/channel-tracking-and-setup/offline-channels/configurations-for-multiple-campaign-record-types.md,Configurations for Multiple Campaign Record Types,Channels,
./help/channel-tracking-and-setup/offline-channels/creating-a-campaign-list-view-for-salesforce-campaigns.md,Creating a Campaign List View for [!DNL Salesforce] Campaigns,Channels,
./help/channel-tracking-and-setup/offline-channels/syncing-offline-campaigns.md,Syncing Offline Campaigns,Channels,
./help/api-connections/utilizing-marketo-measures-api-connections/integrated-ad-platforms.md,Integrated Ad Platforms,"APIs, Integration",
./help/api-connections/utilizing-marketo-measures-api-connections/best-practices-for-api-connections.md,Best Practices for API Connections,"APIs, Integration",
./help/api-connections/utilizing-marketo-measures-api-connections/how-bid-management-tools-affect-marketo-measure.md,How Bid Management Tools Affect [!DNL Marketo Measure],"APIs, Integration, UTM Parameters",
./help/api-connections/utilizing-marketo-measures-api-connections/marketo-measure-parameters.md,"""[!DNL Marketo Measure] Parameters""","APIs, Integration, UTM Parameters",
./help/api-connections/utilizing-marketo-measures-api-connections/facebook-api.md,"""[!DNL Facebook] API""","APIs, Integration, UTM Parameters",
./help/api-connections/utilizing-marketo-measures-api-connections/linkedin-integration.md,LinkedIn Integration,"APIs, Integration",
./help/api-connections/utilizing-marketo-measures-api-connections/understanding-marketo-measure-adwords-tagging.md,Understanding [!DNL Marketo Measure] AdWords Tagging,"APIs, Integration, UTM Parameters",
./help/api-connections/utilizing-marketo-measures-api-connections/reauthorizing-connected-accounts.md,Reauthorizing Connected Accounts,"APIs, Integration",
./help/marketing-spend/spend-management/spend-management-methods.md,Spend Management Methods,Spend Management,
./help/marketing-spend/spend-management/marketing-channel-costs.md,Marketing Channel Costs,"Channels, Spend Management",
./help/marketing-spend/spend-management/report-marketing-spend.md,Report Marketing Spend,"Reporting, Spend Management",
./help/marketing-spend/spend-management/crm-campaign-costs.md,CRM Campaign Costs,Spend Management,
./help/advanced-marketo-measure-features/custom-attribution-models/custom-attribution-model-and-setup.md,Custom Attribution Model and Setup,"Attribution, Custom Models",
./help/advanced-marketo-measure-features/custom-attribution-models/best-practices-for-custom-model.md,Best Practices for Custom Model,Custom Models,
./help/advanced-marketo-measure-features/custom-attribution-models/best-practices-for-stage-mapping.md,Best Practices for Stage Mapping,"Tracking, Custom Models",
./help/advanced-marketo-measure-features/custom-attribution-models/custom-model-setup-enable-field-history-tracking.md,Custom Model Setup - Enable Field History Tracking,Custom Models,
./help/advanced-marketo-measure-features/custom-attribution-models/machine-learning-model-faq.md,Machine Learning Model FAQ,Custom Models,
./help/advanced-marketo-measure-features/touchpoint-settings/best-practices-for-touchpoint-settings.md,Best Practices for Touchpoint Settings,Touchpoints,
./help/advanced-marketo-measure-features/touchpoint-settings/touchpoint-removal-and-touchpoint-suppression.md,Touchpoint Removal and Touchpoint Suppression,Touchpoints,
./help/advanced-marketo-measure-features/touchpoint-settings/why-you-should-never-delete-touchpoints.md,Why You Should Never Delete Touchpoints,Touchpoints,
./help/advanced-marketo-measure-features/segmentation/best-practices-for-segmentation.md,Best Practices for Segmentation,Segmentation,
./help/advanced-marketo-measure-features/segmentation/custom-segmentation.md,Custom Segmentation,Segmentation,
./help/advanced-marketo-measure-features/activities-attribution/best-practices-for-activities-attribution.md,Best Practices for Activities Attribution,Attribution,
./help/advanced-marketo-measure-features/activities-attribution/salesforce-activities-attribution.md,Salesforce Activities Attribution,"Attribution, Salesforce",
./help/advanced-marketo-measure-features/activities-attribution/activities-attribution-faq.md,Activities Attribution FAQ,Attribution,
./help/advanced-marketo-measure-features/boomerang/boomerang-stages-and-touchpoints.md,Boomerang Stages and Touchpoints,"Boomerang, Touchpoints",
./help/advanced-marketo-measure-features/boomerang/setting-up-boomerang-stages.md,Setting up Boomerang Stages,Boomerang,
./help/advanced-marketo-measure-features/boomerang/boomerang-stage-scenarios.md,Boomerang Stage Scenarios,Boomerang,
./help/advanced-marketo-measure-features/custom-revenue-amount/best-practices-for-utilizing-a-custom-revenue-amount.md,Best Practices for Utilizing a Custom Revenue Amount,Custom Revenue Amount,
./help/advanced-marketo-measure-features/custom-revenue-amount/using-a-custom-revenue-amount-field.md,Using a Custom Revenue Amount Field,Custom Revenue Amount,
./help/advanced-marketo-measure-features/custom-revenue-amount/using-data-loader-to-update-marketo-measure-custom-amount-field.md,Using Data Loader to Update Marketo Measure Custom Amount Field,Custom Revenue Amount,
./help/advanced-marketo-measure-features/view-through-attribution/marketo-measure-view-through-attribution-faq.md,"""[!DNL Marketo Measure] View Through Attribution FAQ""",Attribution,
./help/advanced-marketo-measure-features/view-through-attribution/configuring-doubleclick-campaign-manager-view-through-attribution.md,Configuring Doubleclick Campaign Manager View Through Attribution,Attribution,
./help/advanced-marketo-measure-features/touchpoint-fields/touchpoint-fields.md,Touchpoint Fields,Touchpoints,
./help/advanced-marketo-measure-features/account-based-marketing/account-based-attribution.md,Account Based Attribution,Attribution,
./help/advanced-marketo-measure-features/account-based-marketing/account-based-marketing-overview.md,Account Based Marketing Overview,Account-based Marketing,
./help/advanced-marketo-measure-features/a-b-testing/a-b-testing-set-up-and-reporting.md,A/B Testing Set Up and Reporting,A/B Testing,
./help/advanced-marketo-measure-features/a-b-testing/configuring-the-marketo-measure-a-b-test-integration.md,Configuring the [!DNL Marketo Measure] A/B Test Integration,"A/B Testing, Integration",
./help/advanced-marketo-measure-features/chat-integration/drift-integration-faq.md,Drift Integration FAQ,Integration,
./help/advanced-marketo-measure-features/multi-currency/overview.md,Overview,Multi-Currency,
./help/advanced-marketo-measure-features/multi-currency/settings.md,Settings,Multi-Currency,
./help/advanced-marketo-measure-features/multi-currency/discover-reporting.md,Discover Reporting,"Multi-Currency, Discover",
./help/advanced-marketo-measure-features/multi-currency/faq-multi-currency.md,FAQ (Multi-Currency),Multi-Currency,
./help/marketo-measure-discover-ui/dashboards/cohort-journey-dashboard-documentation.md,Cohort Journey Dashboard Documentation,Reporting,
./help/marketo-measure-discover-ui/dashboards/passport-dashboard-documentation.md,Passport Dashboard Documentation,Reporting,
./help/marketo-measure-discover-ui/dashboards/snapshot-dashboard-documentation.md,Snapshot Dashboard Documentation,Reporting,
./help/marketo-measure-discover-ui/using-marketo-measures-reporting-platform/common-use-cases.md,Common Use Cases,Reporting,
./help/marketo-measure-discover-ui/using-marketo-measures-reporting-platform/definitions-and-encyclopedia.md,Definitions and Encyclopedia,Reporting,
./help/marketo-measure-discover-ui/using-marketo-measures-reporting-platform/drill-throughs.md,Drill Throughs,Reporting,
./help/marketo-measure-discover-ui/using-marketo-measures-reporting-platform/filters.md,Filters,Reporting,
./help/marketo-measure-discover-ui/using-marketo-measures-reporting-platform/faq.md,FAQ,Reporting,
./help/marketo-measure-discover-ui/using-marketo-measures-reporting-platform/engagement-path.md,Engagement Path,Reporting,
./help/marketo-measure-discover-ui/using-marketo-measures-reporting-platform/marketing-ops-tiles.md,Marketing Ops Tiles,Reporting,
./help/marketo-measure-discover-ui/using-marketo-measures-reporting-platform/overview-board-tiles.md,Overview Board Tiles,Reporting,
./help/marketo-measure-and-adobe/marketo-measure-integrations-with-adobe-analytics.md,"""[!DNL Marketo Measure] Integrations with [!DNL Adobe Analytics]""",Integration,
./help/marketo-measure-and-adobe/marketo-measure-integrations-with-adobe-launch.md,'[!DNL Marketo Measure] Integrations with Adobe Launch',Integration,
./help/marketo-measure-and-adobe/domain-management.md,Domain Management,"Integration, Tracking",
./help/marketo-measure-and-adobe/experience-cloud-interface-overview.md,Adobe Experience Cloud Interface Overview,"Integration, Tracking",
./help/marketo-measure-and-dynamics/getting-started-with-marketo-measure-and-dynamics/marketo-measure-dynamics-schema.md,"""[!DNL Marketo Measure] Dynamics Schema""",Microsoft Dynamics,
./help/marketo-measure-and-dynamics/getting-started-with-marketo-measure-and-dynamics/microsoft-dynamics-crm-installation-guide.md,"""[!DNL Microsoft Dynamics] CRM Installation Guide""","Installation, Microsoft Dynamics",
